id,original_name,generated_name,authors,year,name,journal
2613,operational benefits,Operational Benefits,"Mohammed Ibrahim, Pieter M. Ribbers, Bert Bettonvil",2012,Human-knowledge resources and interorganisational systems,Information Systems Journal
2614,strategic benefits,Strategic Benefits,"Mohammed Ibrahim, Pieter M. Ribbers, Bert Bettonvil",2012,Human-knowledge resources and interorganisational systems,Information Systems Journal
2615,IT alignment,Information Technology Alignment,"Randy V. Bradley,Renée M. E. Pratt, Terry Anthony Byrd, Christina N. Outlay§ & Donald E. Wynn, Jr.",2012,"Enterprise architecture, IT effectiveness and the mediating role of IT alignment in US hospitals",Information Systems Journal
2616,Enterprise architecture maturity stage,Enterprise Architecture Maturity Stage,"Randy V. Bradley,Renée M. E. Pratt, Terry Anthony Byrd, Christina N. Outlay§ & Donald E. Wynn, Jr.",2012,"Enterprise architecture, IT effectiveness and the mediating role of IT alignment in US hospitals",Information Systems Journal
2617,Operational IT effectiveness,Operational Information Technology Effectiveness,"Randy V. Bradley,Renée M. E. Pratt, Terry Anthony Byrd, Christina N. Outlay§ & Donald E. Wynn, Jr.",2012,"Enterprise architecture, IT effectiveness and the mediating role of IT alignment in US hospitals",Information Systems Journal
2618,Enterprisre agility,Enterprise agility,"Randy V. Bradley,Renée M. E. Pratt, Terry Anthony Byrd, Christina N. Outlay§ & Donald E. Wynn, Jr.",2012,"Enterprise architecture, IT effectiveness and the mediating role of IT alignment in US hospitals",Information Systems Journal
2619,Information Intensity,Information Intensity,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2620,Environmental Uncertainty,Environmental Uncertainty,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2621,IT Capability,Information Technology Capability,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2622,International Marketing Orientation,International Marketing Orientation,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2623,International Performance of Born-Global Firms,International Performance of Born Global Firms,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2624,International Entrepreneurial Orientation,International Entrepreneurial Orientation,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2625,Organisational Learning Orientation,Organizational Learning Orientation,"Man Zhang, Saonee Sarker, Suprateek Sarker",2013,Drivers and export performance impacts of IT capability in ‘born-global’ firms: a cross-national study,Information Systems Journal
2626,Project characteristics (CP),Project Characteristics,Steve Sawyer,2001,Effects of intra-group conflict on packaged software development team performance,Information Systems Journal
2627,Team characteristics (CT),Team Characteristics,Steve Sawyer,2001,Effects of intra-group conflict on packaged software development team performance,Information Systems Journal
2628,Team-member characteristics (CTM),Team Member Characteristics,Steve Sawyer,2001,Effects of intra-group conflict on packaged software development team performance,Information Systems Journal
2629,Team (existing) conflict (TC),Team Conflict,Steve Sawyer,2001,Effects of intra-group conflict on packaged software development team performance,Information Systems Journal
2630,Conflict management (CM),Conflict Management,Steve Sawyer,2001,Effects of intra-group conflict on packaged software development team performance,Information Systems Journal
2631,Stakeholder-rated team performance (TP),Stakeholder rated team performance,Steve Sawyer,2001,Effects of intra-group conflict on packaged software development team performance,Information Systems Journal
2632,level of education,Level of Education,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2633,age,Age,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2634,gender,Gender,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2635,cultural influences,Cultural influences,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2636,perceived technology reliability,Perceived Technology Reliability,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2637,accessibility of mobile ICTs,Accessibility of Mobile Information and Communication Technologies,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2638,perceived ease of use,Perceived Ease of Use,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2639,perceived usefulness,Perceived Usefulness,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2640,socializing use of mobile ICTs,Socializing use of mobile information and communication technology,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2641,business use of mobile ICTs,Business use of mobile information and communication technologies,"Peter Meso, Philip Musa & Victor Mbarika",2005,Towards a model of consumer use of mobile information and communication technology in LDCs: the case of sub-Saharan Africa,Information Systems Journal
2642,EA Service Capability,Enterprise Architecture Service Capability,"Graeme Shanks, Marianne Gloet, Ida Asadi Someh, Keith Frampton, Toomas Tamm",2018,Achieving benefits with enterprise architecture,Journal of Strategic Information Systems
2643,EA Governance,Enterprise Architecture Governance,"Graeme Shanks, Marianne Gloet, Ida Asadi Someh, Keith Frampton, Toomas Tamm",2018,Achieving benefits with enterprise architecture,Journal of Strategic Information Systems
2644,Use of EA Services in IT-Driven Change,Use of Enterprise Architecture Services in Information Technology [truncated],"Graeme Shanks, Marianne Gloet, Ida Asadi Someh, Keith Frampton, Toomas Tamm",2018,Achieving benefits with enterprise architecture,Journal of Strategic Information Systems
2645,Use of EA Services in Business-Driven Change,Use of Enterprise Architecture Services in Business Driven [truncated],"Graeme Shanks, Marianne Gloet, Ida Asadi Someh, Keith Frampton, Toomas Tamm",2018,Achieving benefits with enterprise architecture,Journal of Strategic Information Systems
2646,Project Benefits,Project Benefits,"Graeme Shanks, Marianne Gloet, Ida Asadi Someh, Keith Frampton, Toomas Tamm",2018,Achieving benefits with enterprise architecture,Journal of Strategic Information Systems
2647,Organisational Benefits,Organizational Benefits,"Graeme Shanks, Marianne Gloet, Ida Asadi Someh, Keith Frampton, Toomas Tamm",2018,Achieving benefits with enterprise architecture,Journal of Strategic Information Systems
2648,Shared understanding,Shared Understanding,"Jasbir Dhaliwal, Colin Gabriel Onita, Robin Poston, Xihui Paul Zhang",2011,Alignment within the software development unit: Assessing structural and relational dimensions between developers and testers,Journal of Strategic Information Systems
2649,Partnership,Partnership between subunits of the IT unit will [truncated],"Jasbir Dhaliwal, Colin Gabriel Onita, Robin Poston, Xihui Paul Zhang",2011,Alignment within the software development unit: Assessing structural and relational dimensions between developers and testers,Journal of Strategic Information Systems
2650,Competencies,Competencies,"Jasbir Dhaliwal, Colin Gabriel Onita, Robin Poston, Xihui Paul Zhang",2011,Alignment within the software development unit: Assessing structural and relational dimensions between developers and testers,Journal of Strategic Information Systems
2651,Measurements/Standards,Measurements and Standards,"Jasbir Dhaliwal, Colin Gabriel Onita, Robin Poston, Xihui Paul Zhang",2011,Alignment within the software development unit: Assessing structural and relational dimensions between developers and testers,Journal of Strategic Information Systems
2652,Governance,Governance,"Jasbir Dhaliwal, Colin Gabriel Onita, Robin Poston, Xihui Paul Zhang",2011,Alignment within the software development unit: Assessing structural and relational dimensions between developers and testers,Journal of Strategic Information Systems
2653,Process/Architecture,Process Architecture,"Jasbir Dhaliwal, Colin Gabriel Onita, Robin Poston, Xihui Paul Zhang",2011,Alignment within the software development unit: Assessing structural and relational dimensions between developers and testers,Journal of Strategic Information Systems
